,Cluster ID,confidence_score,Id,Site Name,Description,Address,City,State,ZIP,Phone Number,URL,Ages Served,Ages 0-3,Ages 3-5,Weekday Availability,Duration/Hours,Program Information,Languages other than English,Other Features,Accreditation,Quality,Quality Rating,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
553,130,1.0,441,Tuesday's Child,"<p>Tuesday's Child helps families address behavioral issues through individualized training for both parents and children aged 18 months to 6 years. Our evidence-based program centers on an individualized approach that enables our team to address each family's specific situation. 
Tuesday's Child provides home based services for families who have children birth to three. The Prevention Initiative program specializes in developmental monitoring, building family relationships and case management services.</p>",3633 N California Ave,Chicago,IL,60618,(773) 423-5055,http://www.tuesdayschildchicago.org,0-6,True,True,"Full Week, Part Week, Half Day",,"Offers Home Visiting, Community Based",,,,licensed,Licensed,41.947443,-87.697741,"{'latitude': '41.947443', 'longitude': '-87.697741'}",2.0,21538,16.0,372.0,20.0
554,131,1.0,443,University of Chicago - Donoghue,"<p>Donoghue focuses on children's academic and social curriculum based on research, best practices, and high academic standards. A full-day prekindergarten program that offers developmentally appropriate instruction in reading, science, mathematics, art, music and dance.</p>",707 E 37th St.,Chicago,IL,60653,(773) 285-5301,http://uei-schools.org/donoghue,4,False,True,"Full Week, Full Day",,Community Based,,,,licensed,Licensed,41.827759,-87.608575,"{'latitude': '41.827759', 'longitude': '-87.608575'}",1.0,4301,2.0,221.0,10.0
555,132,1.0,445,University of Chicago - North Kenwood Oakland,"<p>North Kenwood Oakland  focuses on children's academic and social curriculum based on research, best practices, and high academic standards. A full-day prekindergarten program that offers developmentally appropriate instruction in reading, science, mathematics, art, music and dance.</p>",1119 E 46th st.,Chicago,IL,60653,(773) 236-5399,http://uei-schools.org/nko,4,False,True,"Full Week, Full Day",,Community Based,,,,licensed,Licensed,41.811325,-87.59814,"{'latitude': '41.811325', 'longitude': '-87.59814'}",1.0,4301,5.0,395.0,10.0
556,133,1.0,446,University of Illinois at Chicago Children's Hospital - Healthy Steps,"<p>Children who receive their regular well-child care at the Child & Adolescent Center at UIC Children's Hospital are eligible to participate in the Healthy Steps Program. The Healthy Steps Program at UIC typically enrolls first time parents and their children aged 0-3 years.  Once enrolled, a Healthy Steps Specialist (who is a child development specialist) will attend each well-baby visit joining the pediatric resident in the exam room. During the well-baby visits the Healthy Steps Specialist provides additional information around child development, addresses developmental concerns, and conducts developmental screenings. Additionally, each family that is enrolled receives a home visit during the newborn period and two additional home visits (or as needed); both the pediatric resident and the Healthy Steps Specialist attend the home visit.</p><p>Please note this is not a child care program.</p>",1919 W Taylor St,Chicago,IL,60612,(312) 413-5328,http://www.childrenscenter.uic.edu,3 years to 5 years,True,True,,,"Offers Home Visiting, Community Based",,,NAEYC,licensed,Licensed,41.869265,-87.670519,"{'latitude': '41.869265', 'longitude': '-87.670519'}",48.0,21184,29.0,5.0,46.0
565,134,1.0,447,Wee Care Nursery School & Kindergarten,"<p>Wee Care is nationally accredited. We offered a well rounded, inclusive program to children and families that we serve.</p>",1845 E 79th St,Chicago,IL,60649,(773) 221-4442,,2 years to 6 years,True,True,"Part Week, Full Day, Half Day",,"Community Based, Head Start",,Accepts CCAP,NAEYC,gold,Gold,41.751307,-87.579077,"{'latitude': '41.751307', 'longitude': '-87.579077'}",9.0,22538,42.0,507.0,35.0
567,135,1.0,449,Wendell Phillips Academy High School,"<p>SGA Youth & Family Services' Early Advantage Program helps youth with children ages birth to three become their child's first and most important teacher. Teen parents gain valuable parenting skills and develop knowledge about child development, literacy promoting behaviors, and discipline techniques.  The program is voluntary and led by experienced and qualified staff. Services include: parent-child visits, developmental screenings, groups and special activities and linkages/referral to other community resources. SGA offers Early Advantage at 11 Chicago Public high schools: Juarez, Dunbar, Gage Park, Harlan, Lake View, Crane, Kelly, Tilden, Phillips, Wells, and Austin Polytechnical.</p>",244 E Pershing Rd,Chicago,IL,60653,(773) 535-1603,http://www.phillips.cps.k12.il.us,0 - 3,True,False,"Full Week, Full Day",,"Offers Home Visiting, Community Based",,,COA,licensed,Licensed,41.823806,-87.619945,"{'latitude': '41.823806', 'longitude': '-87.619945'}",12.0,4301,1.0,222.0,9.0
569,136,1.0,450,West Austin Development Center,"<p>West Austin Development Center is dedicated to the development of young minds. Our principle goal is to produce highly esteemed students who grow into life long learners. We provide an academic based curriculum, an array of age appropriate materials which allow children to explore and learn freely.
West Austin employs caring, qualified, credentialed teachers who help guide the exploratory process to ensure proper development and discipline.</p>",4920 W Madison St,Chicago,IL,60644,(773) 261-2223,http://www.thepremierchildcare.com,6 weeks to 12 years,True,True,"Full Week, Full Day",,"Offers Home Visiting, Community Based, Head Start",,Accepts CCAP,NAEYC,licensed,Licensed,41.880627,-87.748711,"{'latitude': '41.880627', 'longitude': '-87.748711'}",11.0,22216,26.0,696.0,23.0
572,137,1.0,451,Whiz Kids Nursery Center,"<p>Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Whiz Kids.  Through this partnership, Whiz Kids offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting families and helping children reach their full potential.  Our program adheres to strict guidelines on performance, quality, and service delivery.</p>",518 W 103 St,Chicago,IL,60628,(773) 233-9445,,6 weeks to 6 years,True,True,"Full Week, Part Week, Full Day, Half Day",,"Offers Home Visiting, Community Based, Head Start, Early Head Start",,Accepts CCAP,"Awards of Excellence, NAEYC",licensed,Licensed,41.707127,-87.636331,"{'latitude': '41.707127', 'longitude': '-87.636331'}",30.0,21861,72.0,593.0,43.0
573,138,1.0,453,Wholly Innocence Daycare Center,"<p>The philosophy of the Wholly Innocents Child Care Center is to provide a nurturing environment to promote positive self-esteem and support in mastering each developmental stage for children whose lives have been impacted by the negative consequences of parental substance abuse. Our mission is to create an environment that will stimulate the social, emotional, cognitive and physical growth of the children through a developmentally appropriate curriculum. This program was developed in response to the child care needs of parenting clients who seek treatment and need to bring their children with them for services in both outpatient and residential settings.</p>",34 N Sangamon St,Chicago,IL,60607,(312) 226-7984,http://www.hcenter.org,6 weeks to 5 years,True,True,"Full Week, Part Week, Full Day, Half Day",,Community Based,,Accepts CCAP,DCFS Licensed,licensed,Licensed,41.881689,-87.650877,"{'latitude': '41.881689', 'longitude': '-87.650877'}",48.0,14917,29.0,91.0,26.0
586,139,1.0,454,William H Wells Community Academy High School,"<p>SGA Youth & Family Services' Early Advantage Program helps youth with children ages birth to three become their child's first and most important teacher. Teen parents gain valuable parenting skills and develop knowledge about child development, literacy promoting behaviors, and discipline techniques.  The program is voluntary and led by experienced and qualified staff. Services include: parent-child visits, developmental screenings, groups and special activities and linkages/referral to other community resources. SGA offers Early Advantage at 11 Chicago Public high schools: Juarez, Dunbar, Gage Park, Harlan, Lake View, Crane, Kelly, Tilden, Phillips, Wells, and Austin Polytechnical.</p>",936 N. Ashland Ave,Chicago,IL,60622,(773) 534-7010,http://www.wellshighschoolchicago.org,14-18,True,False,"Full Week, Full Day",,"Offers Home Visiting, Community Based",,,COA,licensed,Licensed,41.898919,-87.667434,"{'latitude': '41.898919', 'longitude': '-87.667434'}",24.0,21560,25.0,518.0,41.0
382,140,1.0,455,Lutheran Social Services - Winthrop,"<p>Our program is bi-lingual in providing a culturally, linguistically comprehensive learning environment that promotes social competency and school readiness for preschool children who are academically and economically at risk. This design fosters development in; social, physical, cognitive, literacy, technology, language, math, science, critical thinking and problem solving skills. Teachers are equipped with strategies to support children through relationship building. 
The Program is designed to empower, strengthen and support families through services and resources that will support their personal goals.  The program has been in the community for over 40 years providing services to a generation of families and children.</p>",4848 N Winthrop Ave,Chicago,IL,60640,(773) 878-3210,http://lssi.org,2 years to 5 years,True,True,"Full Week, Part Week, Full Day, Half Day",,"Community Based, Head Start",,Accepts CCAP,NAEYC,gold,Gold,41.970692,-87.657874,"{'latitude': '41.970692', 'longitude': '-87.657874'}",37.0,22616,31.0,634.0,39.0
156,141,1.0,456,First Lutheran YMCA,"<p>First Lutheran YMCA Head Start program is located in the beautiful neighborhood of Logan Square.  Our program has served children and families in this community for the past 20 years.  First Lutheran offers and provides quality childcare that embraces diverse cultures in an enriched learning environment.  We build strong partnerships with our families because we believe that engaging parents and parent involvement is the foundation to a successful journey in their child's early educational experience. </p><p>The program is a traditional half day Head Start program for 3-5 year olds that is free for qualifying families.  Our program also offers a Home Based option that is also free for qualifying families.  We have nurturing, supportive, bilingual and qualified staff that are capable of meeting the needs of the children and families in the Logan Square Community.  The program provides families with health, nutrition and other social service needs.  We treat every child as a unique individual by developing individual plans that will ensure school readiness.</p>",3500 W Fullerton Ave,Chicago,IL,60647,(773) 862-5960,http://www.ymcachicago.org/programs/child-care-education,3 years to 5 years,False,True,"Part Week, Half Day",,"Offers Home Visiting, Community Based, Head Start",,,"Awards of Excellence, NAEYC",gold,Gold,41.924774,-87.714669,"{'latitude': '41.924774', 'longitude': '-87.714669'}",10.0,22535,23.0,70.0,12.0
